,AnimalID,Date,OutcomeType,AnimalType,SexuponOutcome,Color,AgeOutcomeDays
384,A672263,2014-02-13,Transfer,Dog,Spayed Female,Whitish,730
385,A672744,2014-04-17,Euthanasia,Dog,Intact Male,Blackish,1095
386,A701165,2015-04-24,Transfer,Cat,Intact Male,Blueish,28
387,A702973,2015-05-19,Transfer,Cat,Unknown,Blackish,21
388,A705338,2015-06-17,Transfer,Cat,Intact Female,Other,21
389,A696609,2015-07-11,Transfer,Dog,Spayed Female,Blackish,730
390,A714481,2015-11-08,Adoption,Dog,Neutered Male,Brownish,365
391,A685178,2014-08-03,Transfer,Cat,Intact Male,Blueish,14
392,A689596,2014-10-10,Adoption,Dog,Neutered Male,Whitish,730
393,A714546,2015-10-26,Return_to_owner,Dog,Intact Male,Other,270
394,A671352,2014-01-26,Adoption,Dog,Neutered Male,Brownish,1095
395,A705656,2015-06-26,Euthanasia,Cat,Intact Female,Other,30
396,A695943,2015-02-08,Adoption,Dog,Neutered Male,Other,730
397,A719517,2016-01-26,Transfer,Cat,Neutered Male,Brownish,730
398,A682535,2014-07-04,Transfer,Dog,Neutered Male,Brownish,120
399,A713263,2015-10-16,Return_to_owner,Dog,Intact Male,Brownish,1095
400,A681679,2014-12-05,Transfer,Dog,Neutered Male,Brownish,365
401,A687906,2014-09-25,Transfer,Cat,Intact Male,Brownish,30
402,A678536,2014-05-17,Adoption,Dog,Spayed Female,Whitish,365
403,A718585,2016-01-07,Transfer,Dog,Neutered Male,Blackish,60
404,A543073,2015-05-11,Return_to_owner,Dog,Spayed Female,Brownish,3285
405,A697959,2015-05-31,Adoption,Dog,Neutered Male,Brownish,730
406,A715378,2015-11-21,Adoption,Dog,Spayed Female,Whitish,180
407,A697281,2015-03-03,Adoption,Dog,Neutered Male,Other,90
408,A681576,2014-07-07,Adoption,Dog,Neutered Male,Brownish,30
409,A716400,2015-11-24,Transfer,Dog,Intact Female,Blackish,365
410,A677460,2014-05-16,Adoption,Dog,Spayed Female,Blueish,730
411,A675049,2014-03-22,Return_to_owner,Dog,Spayed Female,Blackish,1095
412,A710655,2015-10-10,Adoption,Cat,Intact Male,Other,60
413,A660046,2014-03-09,Return_to_owner,Dog,Spayed Female,Blueish,730
414,A660910,2013-10-24,Return_to_owner,Dog,Neutered Male,Brownish,730
415,A686377,2014-08-25,Adoption,Dog,Neutered Male,Brownish,60
416,A679631,2014-07-14,Euthanasia,Cat,Spayed Female,Other,4380
417,A671682,2014-01-30,Transfer,Cat,Neutered Male,Blueish,730
418,A695654,2015-01-27,Euthanasia,Dog,Intact Female,Blackish,240
419,A718566,2016-01-12,Euthanasia,Cat,Intact Female,Brownish,3650
420,A680351,2014-07-07,Adoption,Cat,Neutered Male,Orangeish,60
421,A680506,2014-06-07,Adoption,Dog,Neutered Male,Other,90
422,A650694,2013-12-18,Return_to_owner,Dog,Neutered Male,Blueish,365
423,A681414,2014-06-18,Transfer,Cat,Intact Female,Other,730
424,A714972,2015-11-29,Adoption,Cat,Neutered Male,Blueish,60
425,A682833,2014-09-13,Adoption,Cat,Spayed Female,Other,90
426,A698953,2015-03-25,Adoption,Dog,Spayed Female,Whitish,2555
427,A696584,2015-03-07,Adoption,Dog,Spayed Female,Brownish,730
428,A690020,2014-10-15,Return_to_owner,Dog,Intact Female,Brownish,120
429,A716340,2015-12-01,Adoption,Cat,Spayed Female,Brownish,60
430,A707004,2015-09-05,Adoption,Cat,Neutered Male,Whitish,90
431,A667031,2013-12-20,Transfer,Cat,Spayed Female,Whitish,730
432,A667129,2013-12-08,Adoption,Cat,Spayed Female,Blackish,180
433,A700119,2015-04-08,Transfer,Cat,Intact Female,Other,4
434,A676270,2014-07-12,Adoption,Cat,Spayed Female,Brownish,90
435,A684362,2014-11-11,Adoption,Cat,Spayed Female,Other,150
436,A712984,2015-10-08,Transfer,Cat,Neutered Male,Orangeish,60
437,A688544,2014-09-24,Transfer,Cat,Intact Female,Brownish,30
438,A663346,2013-11-10,Euthanasia,Dog,Spayed Female,Blackish,365
439,A665221,2013-10-29,Transfer,Dog,Intact Male,Brownish,30
440,A667366,2013-11-17,Return_to_owner,Dog,Spayed Female,Blackish,1095
441,A657652,2014-06-03,Adoption,Dog,Neutered Male,Blackish,1095
442,A611032,2014-08-05,Return_to_owner,Dog,Intact Male,Other,2190
443,A707464,2015-07-26,Adoption,Dog,Intact Male,Whitish,240
444,A687966,2014-09-17,Adoption,Cat,Neutered Male,Brownish,120
445,A643703,2014-03-11,Return_to_owner,Dog,Neutered Male,Other,1095
446,A668595,2013-12-13,Return_to_owner,Dog,Intact Male,Other,28
447,A716197,2016-01-03,Return_to_owner,Cat,Spayed Female,Other,60
448,A713418,2015-10-07,Transfer,Dog,Intact Male,Other,60
449,A711562,2015-09-08,Euthanasia,Dog,Intact Male,Blackish,365
450,A716766,2015-11-24,Return_to_owner,Dog,Neutered Male,Blackish,1825
451,A616576,2015-12-26,Return_to_owner,Dog,Spayed Female,Other,2555
452,A705109,2015-06-29,Adoption,Cat,Spayed Female,Blueish,60
453,A663819,2015-11-11,Return_to_owner,Dog,Neutered Male,Blackish,1095
454,A689629,2014-10-11,Adoption,Cat,Intact Female,Other,30
455,A713084,2015-10-05,Adoption,Dog,Neutered Male,Other,2190
456,A699468,2015-04-03,Transfer,Dog,Intact Female,Brownish,60
457,A700335,2015-07-04,Euthanasia,Dog,Neutered Male,Whitish,730
458,A713668,2015-10-10,Transfer,Cat,Unknown,Orangeish,14
459,A695428,2015-01-16,Transfer,Cat,Intact Female,Blackish,365
460,A653055,2015-02-01,Return_to_owner,Dog,Spayed Female,Blackish,730
461,A682724,2014-07-13,Adoption,Cat,Neutered Male,Blackish,60
462,A713886,2015-10-19,Adoption,Cat,Neutered Male,Orangeish,60
463,A668396,2013-12-03,Euthanasia,Cat,Neutered Male,Other,2920
464,A717176,2015-12-03,Transfer,Dog,Unknown,Whitish,7
465,A707573,2015-07-15,Return_to_owner,Dog,Neutered Male,Whitish,4380
466,A690543,2015-03-25,Return_to_owner,Dog,Spayed Female,Brownish,365
467,A704459,2015-06-06,Return_to_owner,Dog,Spayed Female,Other,4015
468,A687643,2014-09-08,Transfer,Cat,Intact Female,Blueish,14
469,A675640,2014-04-10,Return_to_owner,Dog,Neutered Male,Blackish,730
470,A694435,2015-01-06,Transfer,Dog,Neutered Male,Blackish,730
471,A668653,2015-11-05,Adoption,Dog,Neutered Male,Blackish,730
472,A705804,2015-06-23,Return_to_owner,Dog,Neutered Male,Brownish,1095
473,A706506,2015-06-30,Transfer,Cat,Unknown,Blackish,5
474,A702756,2015-05-17,Euthanasia,Cat,Intact Male,Whitish,21
475,A674264,2014-03-14,Adoption,Dog,Spayed Female,Other,300
476,A665741,2014-01-20,Return_to_owner,Cat,Spayed Female,Brownish,2555
477,A510475,2014-07-04,Return_to_owner,Dog,Neutered Male,Other,2555
478,A641103,2015-12-26,Return_to_owner,Dog,Intact Male,Blackish,1095
479,A660275,2013-11-04,Return_to_owner,Dog,Spayed Female,Blackish,730
480,A716089,2015-12-08,Return_to_owner,Cat,Neutered Male,Blueish,730
481,A717706,2015-12-13,Return_to_owner,Dog,Spayed Female,Other,365
482,A716729,2015-12-13,Adoption,Cat,Spayed Female,Other,150
483,A690333,2014-10-20,Transfer,Cat,Unknown,Blackish,240
484,A688552,2014-12-18,Adoption,Cat,Intact Male,Brownish,90
485,A698495,2015-03-27,Adoption,Dog,Neutered Male,Brownish,365
486,A658728,2013-11-09,Adoption,Cat,Spayed Female,Other,120
487,A672515,2014-02-12,Transfer,Cat,Intact Male,Other,365
488,A686675,2014-11-14,Transfer,Dog,Neutered Male,Brownish,365
489,A707682,2015-08-21,Adoption,Cat,Neutered Male,Blackish,60
490,A667942,2013-12-01,Adoption,Dog,Spayed Female,Blackish,240
491,A709224,2015-08-07,Transfer,Cat,Intact Female,Other,365
492,A687003,2015-11-12,Return_to_owner,Dog,Neutered Male,Other,1825
493,A711255,2015-09-04,Transfer,Dog,Intact Female,Whitish,28
494,A680426,2014-06-02,Return_to_owner,Dog,Spayed Female,Other,1095
495,A697537,2015-11-05,Adoption,Dog,Spayed Female,Blackish,1095
496,A695905,2015-01-26,Adoption,Dog,Spayed Female,Other,60
497,A705731,2015-06-24,Transfer,Dog,Intact Male,Whitish,90
498,A700025,2015-04-09,Return_to_owner,Dog,Intact Female,Blackish,3650
499,A624771,2016-01-26,Return_to_owner,Dog,Neutered Male,Brownish,1825
500,A715798,2015-11-11,Transfer,Cat,Intact Male,Brownish,28
501,A526641,2015-03-22,Transfer,Dog,Neutered Male,Brownish,2555
502,A695768,2015-01-22,Return_to_owner,Dog,Spayed Female,Other,365
503,A709277,2015-08-16,Adoption,Cat,Intact Male,Orangeish,90
504,A586923,2015-03-18,Return_to_owner,Cat,Neutered Male,Blackish,1460
505,A682900,2015-02-26,Return_to_owner,Dog,Intact Female,Whitish,1095
506,A671435,2014-03-08,Adoption,Dog,Neutered Male,Brownish,30
507,A701297,2015-04-27,Transfer,Cat,Intact Female,Brownish,14
508,A711800,2015-09-12,Transfer,Cat,Unknown,Brownish,14
509,A707972,2015-07-21,Transfer,Cat,Unknown,Brownish,6
510,A697766,2015-03-01,Return_to_owner,Dog,Spayed Female,Brownish,365
511,A665644,2013-10-21,Transfer,Cat,Intact Female,Other,28
512,A664059,2013-10-02,Return_to_owner,Cat,Spayed Female,Blueish,2920
513,A676752,2014-04-15,Transfer,Cat,Intact Female,Other,30
514,A720466,2016-02-16,Return_to_owner,Dog,Neutered Male,Blackish,3650
515,A716110,2015-11-17,Return_to_owner,Cat,Neutered Male,Other,120
516,A703750,2015-06-02,Return_to_owner,Dog,Neutered Male,Other,1095
517,A696236,2015-02-11,Transfer,Dog,Intact Male,Blackish,730
518,A670716,2014-01-13,Return_to_owner,Dog,Spayed Female,Other,2920
519,A673103,2014-03-05,Adoption,Dog,Spayed Female,Whitish,1095
520,A688281,2015-04-20,Adoption,Dog,Neutered Male,Other,270
521,A666109,2013-10-30,Adoption,Cat,Neutered Male,Orangeish,90
522,A700948,2015-04-22,Euthanasia,Dog,Unknown,Brownish,3285
523,A689384,2014-11-08,Adoption,Dog,Neutered Male,Brownish,365
524,A671054,2014-01-21,Adoption,Cat,Spayed Female,Orangeish,120
525,A679167,2014-05-17,Euthanasia,Cat,Intact Male,Orangeish,1460
526,A702935,2015-05-19,Return_to_owner,Dog,Spayed Female,Whitish,730
527,A680027,2014-06-07,Transfer,Dog,Intact Male,Brownish,14
528,A691171,2014-11-24,Adoption,Cat,Neutered Male,Other,60
529,A693032,2014-12-22,Adoption,Cat,Neutered Male,Orangeish,3650
530,A663585,2013-10-02,Transfer,Cat,Intact Female,Blackish,60
531,A586222,2014-07-21,Return_to_owner,Dog,Neutered Male,Whitish,1095
532,A692591,2014-12-04,Transfer,Cat,Neutered Male,Whitish,2190
533,A675402,2014-04-16,Transfer,Dog,Spayed Female,Brownish,2555
534,A700765,2015-06-04,Adoption,Cat,Spayed Female,Other,60
535,A657197,2013-10-09,Adoption,Cat,Neutered Male,Brownish,120
536,A715843,2015-11-30,Transfer,Dog,Neutered Male,Brownish,1825
537,A691568,2014-11-08,Return_to_owner,Dog,Neutered Male,Blackish,2190
538,A665953,2013-10-24,Euthanasia,Cat,Neutered Male,Blackish,2920
539,A681155,2014-12-11,Euthanasia,Dog,Neutered Male,Brownish,730
540,A714509,2015-10-27,Adoption,Cat,Neutered Male,Other,60
541,A702846,2015-05-25,Adoption,Dog,Spayed Female,Other,120
542,A685087,2014-08-02,Euthanasia,Cat,Unknown,Blackish,365
543,A718953,2016-01-13,Adoption,Dog,Neutered Male,Blackish,60
544,A668708,2013-12-27,Adoption,Cat,Neutered Male,Brownish,1825
545,A703243,2015-05-27,Transfer,Cat,Spayed Female,Blackish,60
546,A706454,2015-06-29,Return_to_owner,Cat,Neutered Male,Whitish,1095
547,A668697,2015-06-25,Return_to_owner,Dog,Neutered Male,Other,1095
548,A717656,2015-12-22,Adoption,Dog,Spayed Female,Brownish,1095
549,A681176,2014-06-15,Transfer,Cat,Intact Female,Brownish,30
550,A663020,2013-10-19,Adoption,Dog,Spayed Female,Blackish,60
551,A717029,2015-12-19,Adoption,Cat,Spayed Female,Whitish,730
552,A717056,2015-12-02,Return_to_owner,Cat,Neutered Male,Blueish,1460
553,A705794,2015-07-01,Died,Cat,Intact Male,Other,21
554,A695093,2015-02-19,Adoption,Dog,Neutered Male,Brownish,2555
555,A707083,2015-07-17,Transfer,Cat,Intact Female,Other,60
556,A670540,2014-01-14,Adoption,Dog,Spayed Female,Whitish,1460
557,A687554,2014-10-07,Transfer,Cat,Neutered Male,Brownish,60
558,A715898,2015-11-16,Transfer,Cat,Unknown,Other,730
559,A709799,2015-08-14,Transfer,Dog,Intact Female,Blackish,30
560,A680245,2014-06-03,Adoption,Cat,Neutered Male,Blackish,1095
561,A681404,2014-06-28,Adoption,Cat,Spayed Female,Brownish,90
562,A666083,2013-10-26,Euthanasia,Cat,Intact Male,Orangeish,28
563,A711832,2015-09-17,Transfer,Dog,Intact Female,Other,30
564,A719849,2016-02-07,Transfer,Dog,Spayed Female,Blackish,150
565,A683147,2014-07-13,Adoption,Cat,Spayed Female,Other,60
566,A680380,2014-07-11,Died,Cat,Intact Male,Brownish,30
567,A716898,2015-12-12,Adoption,Dog,Spayed Female,Whitish,730
568,A666137,2013-11-15,Adoption,Dog,Spayed Female,Other,4380
569,A693627,2014-12-15,Return_to_owner,Dog,Neutered Male,Brownish,730
570,A717028,2015-12-01,Return_to_owner,Dog,Intact Male,Other,270
571,A561786,2014-06-01,Return_to_owner,Dog,Spayed Female,Whitish,3285
572,A694394,2015-01-05,Adoption,Dog,Spayed Female,Other,730
573,A705347,2015-07-16,Adoption,Cat,Spayed Female,Brownish,60
574,A688254,2014-09-21,Adoption,Dog,Spayed Female,Blackish,150
575,A710692,2015-08-31,Adoption,Dog,Spayed Female,Brownish,120
576,A699314,2015-03-25,Transfer,Cat,Unknown,Brownish,14
577,A718492,2016-01-09,Adoption,Dog,Neutered Male,Blackish,60
578,A687303,2014-09-03,Transfer,Cat,Neutered Male,Other,14
579,A689090,2014-10-05,Adoption,Dog,Neutered Male,Brownish,60
580,A701193,2015-06-16,Adoption,Cat,Neutered Male,Blackish,60
581,A701656,2015-05-02,Transfer,Cat,Intact Male,Brownish,21
582,A712861,2015-10-07,Transfer,Cat,Neutered Male,Blackish,120
583,A693761,2014-12-18,Adoption,Dog,Neutered Male,Brownish,730
584,A681539,2014-07-08,Transfer,Cat,Neutered Male,Blackish,4380
585,A593726,2013-12-19,Return_to_owner,Dog,Spayed Female,Brownish,730
586,A670643,2014-01-26,Return_to_owner,Dog,Neutered Male,Brownish,730
587,A682762,2014-07-02,Return_to_owner,Dog,Intact Female,Blueish,1095
588,A683352,2014-07-13,Adoption,Dog,Spayed Female,Other,60
589,A673275,2014-03-19,Euthanasia,Dog,Intact Male,Blueish,1095
590,A679058,2014-05-16,Return_to_owner,Dog,Spayed Female,Blackish,1825
591,A693059,2015-05-03,Adoption,Dog,Neutered Male,Blueish,240
592,A684998,2015-01-30,Adoption,Cat,Neutered Male,Blackish,3650
593,A682578,2014-07-23,Transfer,Dog,Intact Female,Blackish,30
594,A695371,2015-01-19,Adoption,Dog,Spayed Female,Other,365
595,A707260,2015-07-17,Adoption,Dog,Neutered Male,Other,2190
596,A701537,2015-07-05,Adoption,Cat,Spayed Female,Brownish,1095
597,A691647,2014-11-18,Adoption,Cat,Neutered Male,Brownish,60
598,A720615,2016-02-12,Return_to_owner,Dog,Spayed Female,Blackish,180
599,A666565,2013-11-26,Adoption,Dog,Intact Female,Blueish,365
600,A694848,2015-01-20,Transfer,Dog,Intact Female,Blackish,14
601,A673652,2014-03-28,Transfer,Dog,Neutered Male,Blackish,730
602,A703267,2015-05-22,Transfer,Cat,Unknown,Other,21
603,A689729,2014-10-10,Transfer,Cat,Intact Male,Blackish,150
604,A667398,2013-11-21,Transfer,Cat,Intact Female,Other,365
605,A687252,2014-09-03,Transfer,Dog,Spayed Female,Other,365
606,A695690,2015-01-21,Return_to_owner,Cat,Spayed Female,Blueish,365
607,A717907,2015-12-21,Adoption,Dog,Neutered Male,Brownish,60
608,A681932,2014-06-25,Adoption,Cat,Spayed Female,Other,60
609,A664945,2013-10-15,Euthanasia,Dog,Intact Male,Whitish,3650
610,A657904,2014-07-23,Adoption,Dog,Spayed Female,Whitish,730
611,A670155,2014-01-06,Adoption,Dog,Neutered Male,Brownish,90
612,A686404,2014-08-21,Transfer,Cat,Unknown,Whitish,14
613,A711802,2015-09-12,Transfer,Cat,Unknown,Brownish,14
614,A688226,2014-09-20,Adoption,Dog,Spayed Female,Brownish,365
615,A535012,2014-09-08,Return_to_owner,Dog,Neutered Male,Blackish,2555
616,A660604,2013-10-21,Adoption,Cat,Neutered Male,Other,60
617,A683456,2014-07-21,Transfer,Dog,Intact Female,Whitish,730
618,A721025,2016-02-20,Return_to_owner,Dog,Neutered Male,Other,4380
619,A705505,2015-06-18,Transfer,Cat,Intact Male,Whitish,28
620,A715502,2015-11-29,Adoption,Cat,Spayed Female,Blackish,60
621,A683654,2014-07-19,Euthanasia,Dog,Neutered Male,Brownish,365
622,A716802,2016-01-06,Adoption,Cat,Spayed Female,Other,60
623,A681563,2014-06-19,Transfer,Cat,Intact Female,Other,30
624,A679384,2014-05-24,Adoption,Dog,Spayed Female,Brownish,60
625,A705433,2015-06-22,Euthanasia,Dog,Intact Male,Other,30
626,A683392,2014-07-21,Transfer,Dog,Neutered Male,Brownish,365
627,A683817,2016-02-07,Transfer,Cat,Neutered Male,Orangeish,365
628,A690588,2014-11-01,Return_to_owner,Dog,Neutered Male,Blueish,365
629,A704672,2015-08-01,Adoption,Dog,Neutered Male,Blackish,30
630,A701434,2015-05-03,Transfer,Dog,Intact Female,Brownish,30
631,A681972,2014-06-29,Adoption,Cat,Neutered Male,Other,60
632,A702984,2015-05-20,Transfer,Cat,Intact Male,Blackish,365
633,A663997,2013-12-08,Transfer,Cat,Neutered Male,Orangeish,730
634,A711472,2015-09-20,Adoption,Cat,Neutered Male,Orangeish,60
635,A695687,2015-01-20,Return_to_owner,Dog,Neutered Male,Whitish,730
636,A697554,2015-03-02,Adoption,Dog,Neutered Male,Brownish,120
637,A694674,2015-01-27,Adoption,Dog,Spayed Female,Blackish,365
638,A664593,2013-10-09,Adoption,Dog,Spayed Female,Brownish,730
639,A719307,2016-01-20,Adoption,Cat,Neutered Male,Blueish,210
640,A705519,2015-06-20,Return_to_owner,Dog,Neutered Male,Brownish,365
641,A689744,2014-10-14,Adoption,Dog,Neutered Male,Blackish,1095
642,A676154,2014-04-12,Transfer,Dog,Intact Male,Brownish,180
643,A713410,2015-10-07,Return_to_owner,Dog,Intact Female,Blackish,1095
644,A700056,2015-05-31,Transfer,Dog,Spayed Female,Brownish,365
645,A689897,2014-10-18,Adoption,Dog,Spayed Female,Blackish,730
646,A687423,2014-09-14,Transfer,Dog,Intact Male,Blueish,300
647,A694865,2015-01-06,Transfer,Dog,Intact Female,Blackish,60
648,A718299,2016-02-13,Adoption,Dog,Spayed Female,Brownish,1825
649,A680305,2014-08-13,Adoption,Dog,Neutered Male,Other,60
650,A674160,2014-03-28,Euthanasia,Cat,Spayed Female,Other,3650
651,A642711,2013-11-26,Transfer,Dog,Neutered Male,Whitish,730
652,A665445,2013-10-31,Adoption,Dog,Neutered Male,Brownish,120
653,A687378,2015-05-03,Adoption,Cat,Spayed Female,Whitish,365
654,A675416,2014-04-01,Return_to_owner,Dog,Spayed Female,Whitish,365
655,A666731,2013-12-01,Adoption,Dog,Spayed Female,Blackish,180
656,A699613,2015-04-06,Transfer,Cat,Spayed Female,Whitish,1095
657,A688594,2014-10-04,Adoption,Dog,Spayed Female,Blackish,60
658,A710122,2015-08-19,Transfer,Cat,Unknown,Blackish,365
659,A665579,2013-11-04,Transfer,Cat,Neutered Male,Blackish,60
660,A678709,2014-08-12,Adoption,Cat,Neutered Male,Other,120
661,A698216,2015-10-18,Adoption,Cat,Spayed Female,Other,365
662,A690256,2014-10-30,Euthanasia,Dog,Spayed Female,Whitish,365
663,A711134,2015-09-03,Return_to_owner,Dog,Neutered Male,Brownish,730
664,A719354,2016-01-21,Adoption,Cat,Spayed Female,Blueish,180
665,A689347,2014-10-13,Transfer,Cat,Intact Male,Orangeish,30
666,A683437,2014-07-12,Transfer,Cat,Intact Male,Brownish,30
667,A691943,2015-02-12,Adoption,Cat,Neutered Male,Blackish,120
668,A680552,2014-06-28,Adoption,Cat,Intact Female,Blackish,60
669,A708817,2015-08-10,Adoption,Dog,Spayed Female,Blackish,240
670,A694190,2014-12-27,Euthanasia,Cat,Neutered Male,Orangeish,4380
671,A478579,2014-03-07,Euthanasia,Dog,Spayed Female,Brownish,4380
672,A713897,2015-10-15,Transfer,Cat,Intact Female,Whitish,21
673,A705521,2015-06-19,Return_to_owner,Dog,Neutered Male,Blackish,365
674,A705654,2015-06-26,Euthanasia,Cat,Intact Female,Orangeish,30
675,A612816,2014-11-15,Adoption,Dog,Spayed Female,Whitish,1825
676,A683518,2014-07-22,Transfer,Dog,Intact Female,Brownish,2920
677,A680524,2014-07-10,Transfer,Dog,Spayed Female,Brownish,2920
678,A717718,2015-12-20,Adoption,Dog,Spayed Female,Whitish,365
679,A699353,2015-04-02,Transfer,Dog,Neutered Male,Other,730
680,A654355,2013-10-28,Euthanasia,Dog,Neutered Male,Brownish,365
681,A684013,2014-08-04,Adoption,Cat,Spayed Female,Other,60
682,A712201,2015-09-21,Transfer,Cat,Intact Female,Blackish,30
683,A701831,2015-05-18,Transfer,Cat,Intact Female,Blueish,730
684,A707618,2015-07-30,Adoption,Cat,Neutered Male,Blueish,60
685,A699602,2015-04-06,Adoption,Cat,Neutered Male,Blackish,1460
686,A703191,2015-07-02,Adoption,Cat,Neutered Male,Orangeish,60
687,A688823,2014-11-15,Adoption,Cat,Neutered Male,Blackish,60
688,A709479,2015-08-16,Adoption,Dog,Spayed Female,Other,1825
689,A694794,2015-01-08,Adoption,Cat,Spayed Female,Brownish,150
690,A690725,2014-11-29,Adoption,Cat,Spayed Female,Whitish,60
691,A676524,2014-05-25,Adoption,Cat,Spayed Female,Brownish,60
692,A691032,2014-10-30,Return_to_owner,Dog,Spayed Female,Brownish,1095
693,A693693,2015-10-31,Return_to_owner,Dog,Neutered Male,Other,1095
694,A679815,2014-05-31,Transfer,Cat,Intact Female,Blackish,30
695,A679552,2014-05-26,Return_to_owner,Dog,Neutered Male,Other,365
696,A668484,2015-11-24,Transfer,Dog,Neutered Male,Blackish,730
697,A689856,2014-11-25,Adoption,Cat,Neutered Male,Blueish,60
698,A681407,2014-06-17,Return_to_owner,Dog,Neutered Male,Blackish,730
699,A605352,2015-06-20,Return_to_owner,Dog,Neutered Male,Brownish,2190
700,A690290,2014-10-18,Transfer,Dog,Intact Male,Blackish,150
701,A718929,2016-02-09,Transfer,Cat,Spayed Female,Blueish,1825
702,A708602,2015-09-02,Adoption,Cat,Neutered Male,Whitish,60
703,A676191,2014-04-06,Return_to_owner,Dog,Neutered Male,Brownish,90
704,A697174,2015-02-28,Adoption,Dog,Spayed Female,Whitish,60
705,A665786,2013-10-22,Euthanasia,Cat,Neutered Male,Blueish,5475
706,A522809,2014-12-08,Return_to_owner,Dog,Neutered Male,Whitish,2920
707,A679337,2014-05-21,Transfer,Cat,Intact Female,Other,365
708,A660950,2013-11-01,Adoption,Cat,Spayed Female,Brownish,90
709,A708064,2015-07-25,Adoption,Cat,Neutered Male,Brownish,365
710,A671257,2014-02-10,Transfer,Dog,Neutered Male,Blackish,730
711,A664213,2013-10-17,Transfer,Cat,Intact Male,Blueish,30
712,A670629,2014-01-12,Return_to_owner,Dog,Intact Male,Other,60
713,A704979,2015-06-11,Transfer,Cat,Intact Female,Other,21
714,A703922,2015-08-13,Transfer,Cat,Spayed Female,Brownish,90
