,AnimalID,Date,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
267,A698972,2015-03-23,Return_to_owner,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Black/Gray
268,A710380,2015-08-22,Transfer,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby
269,A683309,2014-07-17,Euthanasia,Dog,Spayed Female,7 years,Pit Bull Mix,Tan/White
270,A640316,2013-10-02,Adoption,Dog,Neutered Male,1 year,Chihuahua Longhair Mix,Black
271,A682760,2014-07-10,Adoption,Dog,Neutered Male,1 year,Jack Russell Terrier/Dachshund,White/Brown
272,A701707,2015-05-03,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby
273,A669534,2013-12-24,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby
274,A588218,2014-12-03,Return_to_owner,Dog,Neutered Male,5 years,German Shepherd,Black/Brown
275,A669795,2014-08-11,Return_to_owner,Dog,Spayed Female,2 years,Rottweiler Mix,Black/Tan
276,A674448,2014-03-18,Adoption,Dog,Neutered Male,10 months,Siberian Husky Mix,White/Cream
277,A701647,2015-05-25,Transfer,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black
278,A672467,2014-02-14,Adoption,Dog,Neutered Male,9 months,Cardigan Welsh Corgi/Cardigan Welsh Corgi,Fawn/White
279,A712244,2015-09-21,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
280,A677462,2014-04-25,Transfer,Cat,Unknown,0 years,Domestic Shorthair Mix,Blue
281,A715761,2015-11-10,Transfer,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico
282,A720860,2016-02-20,Adoption,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Chocolate/White
283,A701337,2015-04-30,Transfer,Dog,Intact Male,1 year,Cairn Terrier Mix,Cream
284,A710881,2015-10-14,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
285,A663948,2013-10-08,Return_to_owner,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White
286,A699819,2015-04-06,Return_to_owner,Dog,Intact Male,14 years,Chihuahua Shorthair Mix,Chocolate/White
287,A674638,2014-03-16,Return_to_owner,Dog,Neutered Male,7 years,Labrador Retriever Mix,Chocolate
288,A718743,2016-01-10,Adoption,Dog,Neutered Male,2 years,Shih Tzu,Gray/White
289,A714820,2015-11-05,Transfer,Dog,Spayed Female,6 months,Plott Hound Mix,Brown Brindle
290,A667613,2014-01-13,Adoption,Dog,Neutered Male,11 months,Australian Shepherd Mix,Tan/White
291,A696059,2015-02-05,Adoption,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan/White
292,A690806,2014-11-07,Transfer,Cat,Intact Female,2 months,Domestic Longhair Mix,Black/White
293,A676494,2014-04-27,Adoption,Dog,Neutered Male,1 year,Labrador Retriever/Border Collie,Black/White
294,A689138,2014-09-29,Euthanasia,Cat,Intact Female,4 weeks,Siamese Mix,Blue Point
295,A599155,2015-03-28,Euthanasia,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Brown
296,A665587,2013-11-27,Adoption,Cat,Neutered Male,8 years,Domestic Medium Hair Mix,Orange Tabby
297,A663555,2013-10-16,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico
298,A691345,2014-11-09,Adoption,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Brown/White
299,A685242,2014-08-15,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie
300,A674659,2014-03-21,Euthanasia,Dog,Intact Male,2 years,Labrador Retriever/Great Dane,Tan/Black
301,A683609,2014-07-17,Return_to_owner,Dog,Neutered Male,6 years,Dachshund Mix,Brown
302,A695710,2015-08-02,Transfer,Dog,Spayed Female,11 months,Boxer Mix,Brown Brindle/White
303,A713063,2015-10-08,Transfer,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan/White
304,A667520,2013-11-23,Transfer,Dog,Neutered Male,4 years,Shih Tzu/Miniature Poodle,Apricot/White
305,A685145,2014-09-13,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue/White
306,A716488,2015-11-23,Transfer,Dog,Neutered Male,2 years,Pit Bull Mix,Red
307,A667537,2013-11-25,Adoption,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Red Merle/Black
308,A694601,2015-01-06,Adoption,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black
309,A638060,2015-08-16,Adoption,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black/White
310,A672067,2014-02-13,Return_to_owner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby
311,A684664,2014-08-10,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/White
312,A691531,2014-11-07,Transfer,Dog,Intact Male,2 months,Australian Cattle Dog Mix,White/Brown
313,A688600,2014-09-21,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie
314,A704032,2015-06-05,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
315,A703630,2015-06-30,Adoption,Dog,Neutered Male,4 years,German Shepherd Mix,Brown
316,A668671,2013-12-16,Transfer,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby/White
317,A696247,2015-11-22,Adoption,Dog,Spayed Female,2 years,Pointer Mix,Chocolate/White
318,A664380,2013-10-03,Transfer,Cat,Intact Female,6 months,Domestic Medium Hair Mix,Calico
319,A678185,2014-05-09,Transfer,Dog,Spayed Female,2 years,Miniature Poodle Mix,Black/Gray
320,A687055,2014-09-01,Return_to_owner,Dog,Spayed Female,10 years,Collie Smooth/Chow Chow,Sable
321,A693594,2014-12-12,Transfer,Cat,Intact Male,6 months,Domestic Shorthair Mix,Black/White
322,A675563,2014-04-01,Transfer,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico
323,A696819,2015-02-21,Adoption,Dog,Neutered Male,6 months,Cocker Spaniel Mix,Sable
324,A671201,2014-01-25,Return_to_owner,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tricolor
325,A715573,2015-11-12,Adoption,Dog,Neutered Male,6 months,Labrador Retriever Mix,Buff
326,A685899,2014-08-14,Transfer,Cat,Intact Male,3 months,Siamese Mix,Seal Point
327,A669510,2014-01-01,Adoption,Dog,Spayed Female,1 year,Rottweiler/Labrador Retriever,Black/Tan
328,A697892,2015-03-16,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/Black
329,A678958,2014-05-19,Adoption,Dog,Neutered Male,2 months,Boxer Mix,Tricolor
330,A679113,2014-05-16,Transfer,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Blue Tabby
331,A671079,2014-01-25,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan
332,A687180,2014-09-08,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
333,A686632,2014-09-02,Return_to_owner,Cat,Neutered Male,9 months,Domestic Shorthair Mix,White/Brown Tabby
334,A693999,2014-12-23,Transfer,Dog,Spayed Female,4 years,Rat Terrier Mix,Black/White
335,A691614,2014-11-12,Adoption,Dog,Neutered Male,4 months,German Shepherd/Siberian Husky,Red/White
336,A683070,2014-07-06,Transfer,Cat,Intact Male,3 days,Domestic Shorthair Mix,White
337,A703781,2015-05-30,Transfer,Dog,Intact Male,6 years,Dachshund,Blue Merle/White
338,A668803,2014-01-11,Adoption,Dog,Spayed Female,2 months,Border Collie/Labrador Retriever,Black/White
339,A675983,2014-04-03,Transfer,Cat,Intact Female,8 months,Domestic Shorthair Mix,Blue Tabby
340,A684825,2014-08-06,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
341,A667828,2013-11-26,Transfer,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black
342,A707611,2015-07-31,Adoption,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie
343,A677885,2014-05-12,Return_to_owner,Dog,Intact Female,2 years,Pit Bull Mix,Fawn
344,A675622,2014-04-04,Adoption,Dog,Neutered Male,4 months,Collie Smooth/Labrador Retriever,Tricolor
345,A720143,2016-02-08,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
346,A701793,2015-07-16,Adoption,Cat,Spayed Female,3 months,Siamese Mix,Lynx Point/White
347,A682824,2014-07-08,Transfer,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
348,A711494,2015-12-24,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Orange Tabby/White
349,A686319,2015-06-14,Adoption,Dog,Neutered Male,5 years,Plott Hound/Rhod Ridgeback,Brown Brindle
350,A671251,2014-01-23,Return_to_owner,Dog,Spayed Female,2 years,Pit Bull Mix,Fawn/White
351,A684978,2014-07-31,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
352,A689449,2014-11-18,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
353,A715812,2015-11-15,Adoption,Dog,Spayed Female,10 months,Chihuahua Shorthair Mix,Tan/White
354,A681003,2014-06-17,Transfer,Dog,Neutered Male,2 years,Pointer/Labrador Retriever,Black/White
355,A715346,2015-11-09,Adoption,Dog,Spayed Female,10 months,Anatol Shepherd/Great Pyrenees,White
356,A683732,2014-07-25,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue
357,A679956,2014-06-08,Return_to_owner,Dog,Neutered Male,1 year,Anatol Shepherd,Fawn/Black
358,A695297,2015-01-19,Adoption,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Brown Tabby/White
359,A695950,2015-02-13,Adoption,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
360,A694278,2015-01-02,Transfer,Dog,Spayed Female,7 years,Great Dane,Black/White
361,A707887,2015-07-22,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
362,A710227,2015-08-24,Euthanasia,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Black/White
363,A686918,2014-09-02,Transfer,Dog,Intact Female,3 years,Australian Cattle Dog Mix,Tricolor
364,A693739,2014-12-19,Transfer,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black/White
365,A711807,2015-10-23,Adoption,Dog,Spayed Female,2 years,Chinese Sharpei/Australian Cattle Dog,Red Tick/White
366,A677157,2014-04-22,Return_to_owner,Dog,Intact Female,12 years,Labrador Retriever Mix,Yellow
367,A697921,2015-03-16,Adoption,Dog,Spayed Female,1 year,Flat Coat Retriever Mix,Black
368,A686691,2014-08-29,Transfer,Dog,Neutered Male,3 years,Labrador Retriever Mix,Yellow
369,A678627,2014-05-25,Adoption,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Calico
370,A698117,2015-03-06,Transfer,Dog,Unknown,6 days,Labrador Retriever Mix,White
371,A656110,2013-11-22,Return_to_owner,Dog,Spayed Female,9 months,Rat Terrier Mix,Tricolor
372,A690723,2014-11-23,Adoption,Cat,Spayed Female,2 months,Domestic Longhair Mix,Black/White
373,A678099,2015-06-10,Euthanasia,Dog,Neutered Male,2 years,Akita/Pit Bull,Tan/White
374,A717989,2015-12-28,Return_to_owner,Dog,Neutered Male,7 years,American Bulldog Mix,White
375,A673784,2014-03-10,Transfer,Dog,Neutered Male,4 months,Labrador Retriever Mix,Blue
376,A699927,2015-05-26,Adoption,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Orange Tabby
377,A671889,2014-02-27,Return_to_owner,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Tan
378,A697627,2015-03-01,Adoption,Dog,Spayed Female,2 years,Pointer/Labrador Retriever,Chocolate/White
379,A685945,2014-09-20,Adoption,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Tan/White
380,A689951,2014-10-15,Adoption,Cat,Neutered Male,5 months,Siamese Mix,Flame Point
381,A699499,2015-04-01,Adoption,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White
382,A715735,2015-11-13,Transfer,Dog,Intact Male,1 year,Labrador Retriever,Buff/Tan
383,A688501,2014-12-18,Transfer,Cat,Neutered Male,4 months,Domestic Medium Hair Mix,Black
384,A672263,2014-02-13,Transfer,Dog,Spayed Female,2 years,Chihuahua Shorthair/Rat Terrier,White/Tan
385,A672744,2014-04-17,Euthanasia,Dog,Intact Male,3 years,Rottweiler Mix,Black/Tan
386,A701165,2015-04-24,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue
387,A702973,2015-05-19,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White
388,A705338,2015-06-17,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie
389,A696609,2015-07-11,Transfer,Dog,Spayed Female,2 years,Labrador Retriever,Black
390,A714481,2015-11-08,Adoption,Dog,Neutered Male,1 year,Boxer Mix,Brown/White
391,A685178,2014-08-03,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue Tabby
392,A689596,2014-10-10,Adoption,Dog,Neutered Male,2 years,Jack Russell Terrier Mix,White/Tan
393,A714546,2015-10-26,Return_to_owner,Dog,Intact Male,9 months,Pit Bull/Dogue De Bordeaux,Red/White
394,A671352,2014-01-26,Adoption,Dog,Neutered Male,3 years,Labrador Retriever/Chow Chow,Brown
395,A705656,2015-06-26,Euthanasia,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
396,A695943,2015-02-08,Adoption,Dog,Neutered Male,2 years,Bernese Mountain Dog/Rottweiler,Tricolor
397,A719517,2016-01-26,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
398,A682535,2014-07-04,Transfer,Dog,Neutered Male,4 months,Plott Hound Mix,Brown Brindle/Red Tick
399,A713263,2015-10-16,Return_to_owner,Dog,Intact Male,3 years,English Bulldog,Brown Brindle
400,A681679,2014-12-05,Transfer,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White
401,A687906,2014-09-25,Transfer,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby/White
402,A678536,2014-05-17,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Brown
403,A718585,2016-01-07,Transfer,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/Tan
404,A543073,2015-05-11,Return_to_owner,Dog,Spayed Female,9 years,Chihuahua Shorthair,Brown
405,A697959,2015-05-31,Adoption,Dog,Neutered Male,2 years,Pit Bull Mix,Brown
406,A715378,2015-11-21,Adoption,Dog,Spayed Female,6 months,Pointer Mix,White/Blue
407,A697281,2015-03-03,Adoption,Dog,Neutered Male,3 months,Chihuahua Longhair/Italian Greyhound,Tricolor
408,A681576,2014-07-07,Adoption,Dog,Neutered Male,1 month,Labrador Retriever/Blue Lacy,Chocolate/White
409,A716400,2015-11-24,Transfer,Dog,Intact Female,1 year,Yorkshire Terrier Mix,Black/Tan
410,A677460,2014-05-16,Adoption,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
411,A675049,2014-03-22,Return_to_owner,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black/White
412,A710655,2015-10-10,Adoption,Cat,Intact Male,2 months,Siamese Mix,Lilac Point
413,A660046,2014-03-09,Return_to_owner,Dog,Spayed Female,2 years,American Staffordshire Terrier Mix,Blue/White
414,A660910,2013-10-24,Return_to_owner,Dog,Neutered Male,2 years,Dachshund/Catahoula,Brown Brindle/White
415,A686377,2014-08-25,Adoption,Dog,Neutered Male,2 months,Dachshund Wirehair Mix,Brown/Black
416,A679631,2014-07-14,Euthanasia,Cat,Spayed Female,12 years,Domestic Longhair Mix,Tortie
417,A671682,2014-01-30,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue
418,A695654,2015-01-27,Euthanasia,Dog,Intact Female,8 months,Labrador Retriever Mix,Black
419,A718566,2016-01-12,Euthanasia,Cat,Intact Female,10 years,Domestic Shorthair Mix,Brown Tabby/White
420,A680351,2014-07-07,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby
421,A680506,2014-06-07,Adoption,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,Buff/White
422,A650694,2013-12-18,Return_to_owner,Dog,Neutered Male,1 year,Blue Lacy/Pit Bull,Blue/White
423,A681414,2014-06-18,Transfer,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
424,A714972,2015-11-29,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
425,A682833,2014-09-13,Adoption,Cat,Spayed Female,3 months,Siamese Mix,Lilac Point
426,A698953,2015-03-25,Adoption,Dog,Spayed Female,7 years,Miniature Poodle Mix,White
427,A696584,2015-03-07,Adoption,Dog,Spayed Female,2 years,Dachshund Mix,Brown
428,A690020,2014-10-15,Return_to_owner,Dog,Intact Female,4 months,Boxer Mix,Brown Brindle/White
429,A716340,2015-12-01,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
430,A707004,2015-09-05,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Orange Tabby
431,A667031,2013-12-20,Transfer,Cat,Spayed Female,2 years,Exotic Shorthair Mix,White/Orange Tabby
432,A667129,2013-12-08,Adoption,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black/White
433,A700119,2015-04-08,Transfer,Cat,Intact Female,4 days,Domestic Shorthair Mix,Torbie
434,A676270,2014-07-12,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
435,A684362,2014-11-11,Adoption,Cat,Spayed Female,5 months,Siamese Mix,Tortie Point
436,A712984,2015-10-08,Transfer,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
437,A688544,2014-09-24,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
438,A663346,2013-11-10,Euthanasia,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White
439,A665221,2013-10-29,Transfer,Dog,Intact Male,1 month,Australian Cattle Dog Mix,Brown/Black
440,A667366,2013-11-17,Return_to_owner,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black/Tan
441,A657652,2014-06-03,Adoption,Dog,Neutered Male,3 years,Labrador Retriever/Chinese Sharpei,Black
442,A611032,2014-08-05,Return_to_owner,Dog,Intact Male,6 years,Basset Hound,Tricolor
443,A707464,2015-07-26,Adoption,Dog,Intact Male,8 months,Pit Bull Mix,White/Blue
444,A687966,2014-09-17,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
445,A643703,2014-03-11,Return_to_owner,Dog,Neutered Male,3 years,Cocker Spaniel Mix,Yellow
446,A668595,2013-12-13,Return_to_owner,Dog,Intact Male,4 weeks,Chihuahua Shorthair Mix,Tricolor
447,A716197,2016-01-03,Return_to_owner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
448,A713418,2015-10-07,Transfer,Dog,Intact Male,2 months,Australian Cattle Dog Mix,Buff/White
449,A711562,2015-09-08,Euthanasia,Dog,Intact Male,1 year,Dachshund/Chihuahua Shorthair,Black
450,A716766,2015-11-24,Return_to_owner,Dog,Neutered Male,5 years,Cocker Spaniel Mix,Black
451,A616576,2015-12-26,Return_to_owner,Dog,Spayed Female,7 years,Blue Lacy/Collie Smooth,Tricolor
452,A705109,2015-06-29,Adoption,Cat,Spayed Female,2 months,Domestic Longhair Mix,Blue
453,A663819,2015-11-11,Return_to_owner,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White
454,A689629,2014-10-11,Adoption,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie
455,A713084,2015-10-05,Adoption,Dog,Neutered Male,6 years,Miniature Poodle Mix,Buff
456,A699468,2015-04-03,Transfer,Dog,Intact Female,2 months,Labrador Retriever Mix,Chocolate/White
457,A700335,2015-07-04,Euthanasia,Dog,Neutered Male,2 years,Pit Bull Mix,White/Brown
458,A713668,2015-10-10,Transfer,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby/White
459,A695428,2015-01-16,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
460,A653055,2015-02-01,Return_to_owner,Dog,Spayed Female,2 years,Black/Tan Hound Mix,Black/Tan
461,A682724,2014-07-13,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
462,A713886,2015-10-19,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
463,A668396,2013-12-03,Euthanasia,Cat,Neutered Male,8 years,Siamese Mix,Lynx Point
464,A717176,2015-12-03,Transfer,Dog,Unknown,1 week,Labrador Retriever Mix,White
465,A707573,2015-07-15,Return_to_owner,Dog,Neutered Male,12 years,Chihuahua Shorthair Mix,White
466,A690543,2015-03-25,Return_to_owner,Dog,Spayed Female,1 year,Pit Bull Mix,Chocolate/White
467,A704459,2015-06-06,Return_to_owner,Dog,Spayed Female,11 years,Norfolk Terrier/Border Terrier,Cream
468,A687643,2014-09-08,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue Tabby/White
469,A675640,2014-04-10,Return_to_owner,Dog,Neutered Male,2 years,Border Collie Mix,Black/White
470,A694435,2015-01-06,Transfer,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tan
471,A668653,2015-11-05,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black
472,A705804,2015-06-23,Return_to_owner,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Brown
473,A706506,2015-06-30,Transfer,Cat,Unknown,5 days,Domestic Shorthair Mix,Black
474,A702756,2015-05-17,Euthanasia,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Brown Tabby
475,A674264,2014-03-14,Adoption,Dog,Spayed Female,10 months,Jack Russell Terrier Mix,Tricolor
476,A665741,2014-01-20,Return_to_owner,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Brown Tabby
477,A510475,2014-07-04,Return_to_owner,Dog,Neutered Male,7 years,Pit Bull Mix,Red/White
478,A641103,2015-12-26,Return_to_owner,Dog,Intact Male,3 years,Siberian Husky,Black/White
479,A660275,2013-11-04,Return_to_owner,Dog,Spayed Female,2 years,Scottish Terrier/Cairn Terrier,Black
480,A716089,2015-12-08,Return_to_owner,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Blue Tabby
481,A717706,2015-12-13,Return_to_owner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Red
482,A716729,2015-12-13,Adoption,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Calico
483,A690333,2014-10-20,Transfer,Cat,Unknown,8 months,Domestic Shorthair Mix,Black
484,A688552,2014-12-18,Adoption,Cat,Intact Male,3 months,Domestic Longhair Mix,Brown Tabby
485,A698495,2015-03-27,Adoption,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan
486,A658728,2013-11-09,Adoption,Cat,Spayed Female,4 months,Domestic Medium Hair Mix,Tortie/White
487,A672515,2014-02-12,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Cream Tabby
488,A686675,2014-11-14,Transfer,Dog,Neutered Male,1 year,Pit Bull Mix,Tan/White
489,A707682,2015-08-21,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
490,A667942,2013-12-01,Adoption,Dog,Spayed Female,8 months,Labrador Retriever Mix,Black
491,A709224,2015-08-07,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico
492,A687003,2015-11-12,Return_to_owner,Dog,Neutered Male,5 years,Chihuahua Longhair Mix,Cream
